comment_id,body,score,parent_id,post_id,depth,char_count,word_count,avg_word_len,is_root,target_binary,clean_body,sentiment,confidence
czjep9r,"yeah, i cannot think of anything which cannot be proven through the scientific method in which i believe.

What would be your argument to that?",-0.146,czjenf6,43mz3n,3,143,25,5.5,0,0,yeah i cannot think of anything which cannot be proven through the scientific method in which i believe what would be your argument to that?,LABEL_0,0.7820138931274414
czjeqwm,"Sure, God may exist. But there is simply zero evidence for the existence of any supreme being. 

Thus for you to claim that He must exist is a bit far fetched.

There is zero evidence for an invisible dragon flying over my computer right now. Thus, I can claim that my dragon, based on all evidence, doesn't exist either.  

",0.188,43mz3n,43mz3n,1,325,59,5.416666666666667,1,1,sure god may exist but there is simply zero evidence for the existence of any supreme being thus for you to claim that he must exist is a bit far fetched there is zero evidence for an invisible dragon flying over my computer right now thus i can claim that my dragon based on all evidence doesnt exist either,LABEL_0,0.9425864815711975
czjevym,Can you restate that. I think you are saying the opposite of what you intended.,-0.042,czjep9r,43mz3n,4,79,15,4.9375,0,0,can you restate that i think you are saying the opposite of what you intended,LABEL_0,0.519223690032959
czjew3p,">i cannot think of anything which cannot be proven through the scientific method in which i believe.

How would you go about proving that claim, which you apparently believe, through the scientific method?

How do you measure belief? How do you show that it is the ""I"" that is doing the believing and not some other thing?  How do you, scientifically, show the existence of the ""I"" at all? And having crossed those hurdles, how do you determine that each of your beliefs are scientifically provable?  Is that even possible? Most people have an infinite number of beliefs, how can you confirm, scientifically, that each of your infinite beliefs is scientifically provable?",-0.188,czjep9r,43mz3n,4,671,112,5.938053097345133,0,0,i cannot think of anything which cannot be proven through the scientific method in which i believe how would you go about proving that claim which you apparently believe through the scientific method? how do you measure belief? how do you show that it is the i that is doing the believing and not some other thing? how do you scientifically show the existence of the i at all? and having crossed those hurdles how do you determine that each of your beliefs are scientifically provable? is that even possible? most people have an infinite number of beliefs how can you confirm scientifically that each of your infinite beliefs is scientifically provable?,LABEL_0,0.9317799210548401
czjex5r,"There are six arguments that I believe make the existence of God more likely (there are far more, the six are just the most well known). 

I am not committing the God of the Gaps fallacy. I am saying that we have strong deductive arguments for the existence of God. None of the arguments I gave end with ""We don't know, therefore God.""",-0.021,czjeqwm,43mz3n,2,335,63,5.234375,0,0,there are six arguments that i believe make the existence of god more likely there are far more the six are just the most well known i am not committing the god of the gaps fallacy i am saying that we have strong deductive arguments for the existence of god none of the arguments i gave end with we dont know therefore god,LABEL_0,0.8812964558601379
czjf1kj,"Do you have any affirmative evidence for God?

Or is this simply you showing a great deal of conformation bias. 

If I stripped the Bible from existence, would you still believe in the Judeo/Christian God?

Just saying that these x arguments mean that God is possible doesn't mean that God as you know him does exist. It just means that it is possible. 
",0.191,czjex5r,43mz3n,3,354,63,5.53125,0,1,do you have any affirmative evidence for god? or is this simply you showing a great deal of conformation bias if i stripped the bible from existence would you still believe in the judeochristian god? just saying that these x arguments mean that god is possible doesnt mean that god as you know him does exist it just means that it is possible,LABEL_0,0.9441806674003601
czjf4e2,"In my post I listed several arguments for the existence of God. 

The arguments I gave also do not end with ""Therefore God is possible."" They end with variants of ""Therefore God exists."" If you accept the premises then the conclusion necessarily follows. Some may not seem as obvious (such as the Kalam) but when parsed out leads to a powerful, immaterial, personal cause that exists outside of time and space. 

The argument for the resurrection uses the Bible but I don't assume that the Bible is the word of God or even accurate when I use it. I treat it as a historical document and use principals found in Bayesian probability theory to make the case for the most likely explanation. 

",0.167,czjf1kj,43mz3n,4,691,122,5.617886178861789,0,1,in my post i listed several arguments for the existence of god the arguments i gave also do not end with therefore god is possible they end with variants of therefore god exists if you accept the premises then the conclusion necessarily follows some may not seem as obvious such as the kalam but when parsed out leads to a powerful immaterial personal cause that exists outside of time and space the argument for the resurrection uses the bible but i dont assume that the bible is the word of god or even accurate when i use it i treat it as a historical document and use principals found in bayesian probability theory to make the case for the most likely explanation,LABEL_1,0.5162318348884583
czjf6jq,"> There is currently no way to actual prove his existence, therefore God does not exist.

You don't seem to take the scientific method to heart very much.",-0.062,czjeljo,43mz3n,2,154,28,5.310344827586207,0,0,there is currently no way to actual prove his existence therefore god does not exist you dont seem to take the scientific method to heart very much,LABEL_0,0.7663575410842896
czjf9es,"there is a difference between a belief and actual existence. People can believe in purple bunnies, that does not mean they exist.

The scientific method talks about setting up an observation, testing it, then concluding the hypothesis being correct or not.

Everything i know that exists can be proven, now my beliefs are different. And i know not everything i believe in is correct, were not all knowing after all.

Remove the word believe if it makes it confusing. I know he isnt real because you cannot prove it.

",-0.043,czjew3p,43mz3n,5,517,89,5.7444444444444445,0,0,there is a difference between a belief and actual existence people can believe in purple bunnies that does not mean they exist the scientific method talks about setting up an observation testing it then concluding the hypothesis being correct or not everything i know that exists can be proven now my beliefs are different and i know not everything i believe in is correct were not all knowing after all remove the word believe if it makes it confusing i know he isnt real because you cannot prove it,LABEL_0,0.9140175580978394
czjfc9s,"Once you make an affirmative claim like you just did: GOD EXISTS..


Now you have the small problem of showing evidence for that claim. And you have none. 

you are starting with a conclusion already in mind and then matching things to meet that conclusion which means that you are swimming in confirmation bias. You are just keeping what you like and getting rid of what doesn't mean your final conclusion. 

you make any claims that you want. They just are useless without evidence. 

Can't you see that anything you can do to prove my God, I can do to ""prove"" the the invisible flying dragon I just made up.

Believe in it all you want. Believe deeply. But you haven't proven anything since you don't have any evidence. ",0.25,czjf4e2,43mz3n,5,723,129,5.561538461538461,0,1,once you make an affirmative claim like you just did god exists now you have the small problem of showing evidence for that claim and you have none you are starting with a conclusion already in mind and then matching things to meet that conclusion which means that you are swimming in confirmation bias you are just keeping what you like and getting rid of what doesnt mean your final conclusion you make any claims that you want they just are useless without evidence cant you see that anything you can do to prove my god i can do to prove the the invisible flying dragon i just made up believe in it all you want believe deeply but you havent proven anything since you dont have any evidence,LABEL_0,0.9768205881118774
czjg2mx,"""We cannot scientifically test the existence of God"", is a claim.

How do you propose we test it?",0.021,czjfa0p,43mz3n,6,97,18,5.105263157894737,0,1,we cannot scientifically test the existence of god is a claim how do you propose we test it?,LABEL_0,0.8117220997810364
czjg3r8,"I gave multiple arguments for the existence of God. 

The question was ""is there a reason to believe that God does not exist?""",-0.125,czjfc9s,43mz3n,6,126,23,5.25,0,0,i gave multiple arguments for the existence of god the question was is there a reason to believe that god does not exist?,LABEL_0,0.6731516718864441
czjg5d8,Can you put the scientific method itself to this test?,-0.681,czjfa0p,43mz3n,6,54,10,4.909090909090909,0,0,can you put the scientific method itself to this test?,LABEL_0,0.6117042899131775
czjg836,"arguments of the existence of God is not evidence. 

You understand this correct?

",-0.043,czjg3r8,43mz3n,7,83,13,5.928571428571429,0,0,arguments of the existence of god is not evidence you understand this correct?,LABEL_0,0.7738802433013916
czjg9g7,"Evidence is used in the premise of a syllogism.

All men are mortal.  
Socrates is a man.  
Therefore Socrates is mortal.

This is not evidence but the evidence for ""all men are mortal"" and ""Socrates is a man"" would be used to reach the conclusion that ""Socrates is mortal.""",-0.261,czjg836,43mz3n,8,274,49,5.48,0,0,evidence is used in the premise of a syllogism all men are mortal socrates is a man therefore socrates is mortal this is not evidence but the evidence for all men are mortal and socrates is a man would be used to reach the conclusion that socrates is mortal,LABEL_1,0.6098638772964478
czjgxgu,"I'm not the person you're responding to.  That said....

In order to have a rational discourse, a few presuppositions have to be made concerning the nature of reality.  Two that come to mind : Reality exists, and our senses are giving us a reliable view of that reality.  

We employ the information provided by our senses to understand reality and survive in it.  The scientific method is just an extention of that.  The only way to deny or question it is to start questioning our perception of reality, which makes rational discourse impossible.",-0.146,czjg5d8,43mz3n,7,547,93,5.819148936170213,0,0,im not the person youre responding to that said in order to have a rational discourse a few presuppositions have to be made concerning the nature of reality two that come to mind reality exists and our senses are giving us a reliable view of that reality we employ the information provided by our senses to understand reality and survive in it the scientific method is just an extention of that the only way to deny or question it is to start questioning our perception of reality which makes rational discourse impossible,LABEL_0,0.9483529925346375
czjhr7r,But a materialistic view as expressed through natural selection can directly bring those senses into question. If reason leads us to natural selection and natural selection leads back to a lack of confidence in our reason then the view self-destructs. ,-0.106,czjgxgu,43mz3n,8,252,40,6.146341463414634,0,0,but a materialistic view as expressed through natural selection can directly bring those senses into question if reason leads us to natural selection and natural selection leads back to a lack of confidence in our reason then the view selfdestructs,LABEL_0,0.5273483395576477
czjhwkq,">The only way to deny or question it is to start questioning our perception of reality, which makes rational discourse impossible. 

Descartes would disagree.

The scientific method is inductive reasoning, and we can rule that out and still be left with deductive reasoning.  Rational discourse is entirely possible when limited to deduction.  

In fact, given that there is no non-circular argument for induction, one might argue that inductive reasoning is inherently irrational.  ",0.022,czjgxgu,43mz3n,8,483,72,6.616438356164384,0,1,the only way to deny or question it is to start questioning our perception of reality which makes rational discourse impossible descartes would disagree the scientific method is inductive reasoning and we can rule that out and still be left with deductive reasoning rational discourse is entirely possible when limited to deduction in fact given that there is no noncircular argument for induction one might argue that inductive reasoning is inherently irrational,LABEL_0,0.7075734734535217
czjjjyo,"That's a perfectly valid criticism to make.  But I would argue that going that route renders the entire argument meaningless.  If you're going to question your ability to perceive reality, then you can't justify any knowledge or beliefs you have concerning reality.

So while it is reasonable to suspect one's senses for the purpose of a philosophical debate, it isn't really meaningful outside of that context.  In reality, you rely on your senses to survive.  And you employ a form of the scientific method in order to do so.",-0.085,czjhr7r,43mz3n,9,527,89,5.855555555555555,0,0,thats a perfectly valid criticism to make but i would argue that going that route renders the entire argument meaningless if youre going to question your ability to perceive reality then you cant justify any knowledge or beliefs you have concerning reality so while it is reasonable to suspect ones senses for the purpose of a philosophical debate it isnt really meaningful outside of that context in reality you rely on your senses to survive and you employ a form of the scientific method in order to do so,LABEL_0,0.8236758708953857
czjjwfs,"trying to come up with a test that proves the existence of god?

good luck with that ;)",-0.087,czjg2mx,43mz3n,7,87,18,4.578947368421052,0,0,trying to come up with a test that proves the existence of god? good luck with that,LABEL_0,0.6705173850059509
czjmxqf,"How would an argument directly for the nonexistence of something unfalsifiable even work? Why is this something we'd expect to see even if we knew for sure there was no God? I can posit countless hypothetical entities defined in such a way that they'd be impossible to disprove directly regardless of whether they exist. When talking about God, we can take it as a given that any argument against is going to be a counterargument to an argument for God.",0.021,43mz3n,43mz3n,1,453,80,5.592592592592593,1,1,how would an argument directly for the nonexistence of something unfalsifiable even work? why is this something wed expect to see even if we knew for sure there was no god? i can posit countless hypothetical entities defined in such a way that theyd be impossible to disprove directly regardless of whether they exist when talking about god we can take it as a given that any argument against is going to be a counterargument to an argument for god,LABEL_0,0.9093055129051208
